日期,预测得分,下限,上限,预警
2026-07-11,0.7313634508854446,0.6385663060073742,0.8241605957635151,False
2026-07-12,0.6960089383211132,0.6032117934430428,0.7888060831991837,False
2026-07-13,0.7397694460170591,0.6469723011389886,0.8325665908951295,False
2026-07-14,0.7885069510966951,0.6957098062186247,0.8813040959747656,False
2026-07-15,0.6906699989707275,0.597872854092657,0.7834671438487979,False
2026-07-16,0.6906709130842675,0.5978737682061971,0.783468057962338,False
2026-07-17,0.7916351220138287,0.6988379771357582,0.8844322668918991,False
2026-07-18,0.7464367088008609,0.6536395639227904,0.8392338536789313,False
2026-07-19,0.6775677281885725,0.584770583310502,0.7703648730666429,False
2026-07-20,0.7339160715352812,0.6411189266572107,0.8267132164133516,False
2026-07-21,0.6779049544860742,0.5851078096080038,0.7707020993641447,False
2026-07-22,0.6777762229038095,0.584979078025739,0.7705733677818799,False
2026-07-23,0.7171793025351859,0.6243821576571155,0.8099764474132564,False
2026-07-24,0.597179091319946,0.5043819464418755,0.6899762361980164,False
2026-07-25,0.6076667877495743,0.5148696428715038,0.7004639326276447,False
2026-07-26,0.6724000513649977,0.5796029064869272,0.7651971962430681,False
2026-07-27,0.6473145560270466,0.5545174111489761,0.740111700905117,False
2026-07-28,0.7212040109036962,0.6284068660256258,0.8140011557817667,False
2026-07-29,0.6531500327401111,0.5603528878620406,0.7459471776181815,False
2026-07-30,0.6250726070426741,0.5322754621646036,0.7178697519207445,False
2026-07-31,0.7853120704434492,0.6925149255653787,0.8781092153215196,False
2026-08-01,0.6911364201136915,0.598339275235621,0.7839335649917619,False
2026-08-02,0.7074671125097305,0.61466996763166,0.8002642573878009,False
2026-08-03,0.6243797194429709,0.5315825745649004,0.7171768643210413,False
2026-08-04,0.6733969602193325,0.580599815341262,0.7661941050974029,False
2026-08-05,0.709883237529996,0.6170860926519256,0.8026803824080665,False
2026-08-06,0.6396219070987902,0.5468247622207197,0.7324190519768606,False
2026-08-07,0.7246254798167582,0.6318283349386877,0.8174226246948286,False
2026-08-08,0.6702647244368,0.5774675795587295,0.7630618693148704,False
2026-08-09,0.6874662494577052,0.5946691045796347,0.7802633943357756,False
